name,price
Lisa Cooper,771.49
Michael Duran,192.27
Bryan Brown,144.82
Mason Perry,897.46
Robyn Knight,285.87
Thomas Mcpherson,946.98
Barbara Lewis,257.7
Ariana Hays,678.77
Anthony Ho,265.12
Bill Anderson,529.69
Susan Harper,694.46
Mackenzie Saunders,296.0
Vanessa Gibson,981.11
William Burke,879.11
Douglas Torres,935.26
Derek Harris,285.04
Paul Acosta,962.35
Virginia Richardson,562.97
Christopher Hines,597.39
Ashley Dixon,819.98
Laura Crawford,839.57
Theresa Beltran DDS,48.37
Heather Hughes,504.01
Kara Rice,333.3
Kevin Diaz,824.64
Jennifer Cochran,326.5
Lisa Case,952.19
Stephanie Hall,77.09
Karen Wright,404.66
Margaret Williamson,981.49
Christopher Jennings,547.26
Jessica Mitchell,327.84
Jerome Jenkins,154.56
Christopher Lewis,563.48
Jennifer Reyes,617.82
Rebecca Bryant,594.51
Bruce Hood,931.26
James Lee,336.14
Michael Brown,581.98
John Steele,875.45
Mrs. Susan Bradford DDS,4.71
Carol Scott,988.72
Raymond Parker,394.06
Valerie Patterson,102.72
Michael Johnson,562.48
Theresa Sullivan,480.42
Thomas Boyd,264.95
Hannah Byrd,777.5
Lisa Martinez,267.64
David Hanson,306.35
Caroline Mcknight,160.31
Mrs. Samantha Lam,412.58
Brian Andrews,412.48
Steve Hopkins,865.26
Amy Koch,66.88
Justin Morris,500.09
Andrea Aguirre,987.19
Christopher Hernandez,793.55
Michael Daugherty,55.69
Kayla Sanchez,793.51
Elizabeth Lee,191.18
Victoria Williams,886.87
Andrew Ortiz,597.35
Daniel Fields,94.49
Matthew Moore,845.9
Mr. John Martinez Jr.,26.17
Dr. Justin Vazquez,490.7
Thomas Clark,436.35
Patrick Alvarez,710.04
Joel Russell,323.11
April Crawford,708.78
Monica Rocha,801.76
Gregory Clayton,749.86
Chelsea Fritz,94.71
Shannon Snow,253.76
Courtney Quinn,692.09
Sandy Morris,260.34
Karen Brown,452.05
Andrew Chapman,602.35
Joseph Osborne,255.81
Dr. Karen Sparks MD,941.92
Alec Allen,170.33
Kimberly Gordon,555.3
Michael Wilson,997.96
Alex Mcdaniel,550.49
Adriana Yoder,759.01
Julie Keller,642.36
Nicholas Estes,194.52
Monica Burton,188.79
Ashley Mcguire,819.88
Lindsey Mccoy,954.85
Sonya Gonzalez,683.7
Jeffrey Silva,215.3
Laura Powell,170.93
Deborah Green,742.47
Jesse Sheppard,706.22
Nicholas Myers,933.13
Melanie Oneill,646.28
Amy Andersen,728.54
Joseph Walsh,325.87
Scott Ball,895.29
Sierra Hodge,306.29
Alan Hendricks,431.93
Laura Turner,43.47
Michael Dodson,299.73
Jonathan Barton,128.85
Emily Williams,978.59
Laura Johnson,813.99
Jennifer Chan,617.14
Karen Powers,717.61
Dr. Crystal Smith,759.38
Manuel Elliott,443.82
Shawn Smith,781.62
John Byrd,914.54
Charles Nguyen,722.28
Andre Spears,977.53
Sarah Dennis,476.26
Stephen Pierce,979.57
Sonia Wright,480.87
Rachael Huffman,536.37
Mariah Perry,541.93
Jordan Garcia,779.18
Doris Guerrero,408.35
Matthew Baldwin,108.74
Megan Carter,182.31
Gregory Strickland,807.22
Susan Martinez,649.96
Donna Solomon,799.14
Rebecca Mejia,673.32
Carolyn Ramirez,462.93
Robin Edwards,822.07
Richard Pace,461.01
Steven Schmidt,609.95
Dana Phelps,304.73
Jonathan Gray,471.67
Courtney Ramirez,893.41
Brandon Ramos,54.81
Joy Boyd,682.13
Lance Morrow,709.84
Tracy Holmes,340.07
Kari Quinn,841.01
David Campbell,661.33
Margaret Gibson,860.62
Karen Allen,564.37
Jake Peterson,103.61
Jeremy Schultz,331.89
Joshua Chambers,934.6
Carolyn Johnson,180.94
Mrs. Jeanne Smith DDS,994.71
Beth Salazar,262.63
Frank Butler,678.94
Cheyenne Trevino,636.89
James Parks,765.16
Mallory Fernandez,890.27
Casey Cohen,313.18
John Reid,901.03
Nathaniel Sampson,624.99
Joyce Mcknight,382.49
Melanie Walls,822.57
Kendra Stephens,459.3
Deborah Thomas,573.72
Rebecca Sexton,659.44
Julie Flores,406.28
Charles Smith,712.82
Tracy Collins,257.49
Debbie Nelson,663.83
Paul Peterson,193.56
Jacob Jones,39.01
Courtney Vega,101.61
Carly Holland,918.69
Sharon Perry,452.83
William Oneill,946.08
Steve George,925.0
Diane Ferguson,893.34
Victoria Lewis,591.53
Perry Black,986.26
Vanessa Barnett,729.95
Matthew Johnson,623.81
David Hunt,346.27
Linda Curry,758.77
Nicole Doyle,391.38
Carolyn Brown,564.1
Ashley Shannon,424.06
Chelsea Olson,207.96
Brooke Martin,717.17
Marc Clark,707.7
Hunter Wilson,700.17
Robert Graham,88.92
Christopher Turner,863.13
Raymond Alvarez,937.57
Jerry Rogers,228.13
Bryan Webster,151.33
Bryan Gallagher,98.85
Craig Vasquez,326.04
Tony Hill,480.65
William Dickson,841.17
Brandon Mathis,885.37
Alexis Hines,150.41
Lisa Hoffman,196.92
Mark Smith,266.83
Jesse Miller,713.36
Daniel Payne,786.49
Anthony Harris,917.84
Allen Oliver,915.46
Kelly Chan,183.02
Angela West,927.28
Bryan Frazier,768.14
Destiny Cook,413.14
Scott Adams,314.06
Dustin Velez,851.94
James Holt,889.79
Brittany Rodriguez,466.93
Mark Garcia,152.22
Angela Salazar,57.52
Matthew Mitchell,858.3
Linda Baker,255.92
Christine Stevens,734.43
Alan Meyer,799.82
Alexander Robinson,856.59
Michael Davis,433.15
Mr. John Castillo,531.31
Lorraine Knight,125.29
Michael Winters,73.95
Jamie Johnson,485.22
Joanna Barker,708.95
Javier Cooper,375.82
Jason Green,87.61
Casey Morgan,826.74
Melissa Davis,226.27
Gabriella Shelton,191.84
Todd Kelly,16.39
Erik Anderson,136.26
Mark Hunter,547.39
Rita Kennedy,802.69
Patrick Berry,229.5
Michael Walls,688.88
William Erickson,320.43
Rebecca Thompson,636.82
Jack Lewis,267.58
Angela Turner,160.18
Rose Hurst,87.08
Melissa Washington,950.56
Jeffrey Lee,427.14
Eric Dougherty,303.99
James Holmes,150.19
Austin Richardson,433.81
Jordan Solis,483.65
Cassandra Potter,1.97
Andrea Perez,562.39
Mark Baldwin,906.09
Michael Smith,846.54
Christopher Ross,160.9
Patricia Carter MD,310.17
Melissa Dillon,60.67
Jordan Eaton,864.91
Travis Strickland MD,765.56
Kimberly Farley,708.29
Curtis Powell,859.23
Christopher Simpson,114.45
Michelle Jackson MD,519.91
Carlos Brown II,534.64
Sherri Diaz,371.54
Tina Harrison,932.72
Brittney Smith,263.8
Julie Lynn,445.24
Michael Reed,327.51
Jacqueline Butler,812.49
Michael Nelson,41.76
James Evans,427.01
Frank Craig,517.1
Diana Davis,991.26
David Smith,649.28
Shelly Webb,674.13
Haley Scott MD,300.04
Thomas Walsh,759.33
David Short,902.46
Matthew Poole,251.99
Sandra Wright,669.97
James Brown,990.42
Christopher Roberson,288.85
Christy Kennedy,12.48
Paula Hartman,715.92
Jean Reilly,682.06
Heather Pratt,839.27
Connor Reed,66.51
Evan Harris,345.98
Sandra Lewis,294.31
Benjamin Richardson,178.8
Joseph Gonzalez,695.9
Karen English,769.48
Derrick Gallegos,566.78
Yolanda Watts PhD,862.48
Jessica Douglas,705.36
James Ball,896.26
Donald Burke,107.06
Theresa Villegas,263.45
Julie Lewis,950.86
Clinton Miller DDS,348.13
Nancy Walter,505.08
Charles Ibarra,7.67
Grant Gomez,5.56
Ashley Peters,384.19
Christopher Armstrong,758.22
Karen Pace,314.21
Douglas Norris,285.83
Casey James,715.2
Patty Blair,359.91
Cheryl Miller,726.39
Ms. Kim Thompson DDS,257.31
Nicole Wilson,673.49
Tracy Carter,119.97
Timothy Hardin,97.62
Joshua Payne,510.95
Allen Bryant,33.13
Cynthia Espinoza,466.15
Richard Maxwell,770.54
Karen Green,348.35
Alyssa Walker,985.81
Alexis Patel,472.03
Thomas Cook,42.49
Victoria Holt,535.52
Michael Sanchez,641.57
Chad Richardson,852.79
John Odom,961.78
Kayla Browning,414.34
Jimmy King,148.29
Sarah Daugherty,44.36
Joshua Baker,107.25
Charles Hicks,43.97
Anthony Clark,351.96
Ana Ray,457.13
Renee Stewart,722.79
Heather Jackson,588.26
David Sweeney,706.86
Dennis Collier,958.2
Courtney Le,473.27
Michael Rodriguez,800.7
Gabriela Underwood,286.76
Mary Jackson,320.25
George Fisher,879.65
Daniel Becker,257.66
Erin Torres,306.35
Angela Callahan,70.28
Crystal Cantu,154.11
Thomas Collins MD,345.37
Benjamin Rogers,341.08
Andrew Foster,648.43
Mr. Christopher Moore,110.62
Thomas Burgess,294.07
Brian Burns,907.84
Megan Johnson,970.47
Susan Jones,888.62
Robin Sandoval,44.85
Robert Powers,802.36
Timothy Waters,308.85
Heather Walker,739.49
Jeffery Horn,443.29
Mr. Logan Gardner MD,686.88
Maria Brown,468.47
Mark Cline,878.12
Charles Wolf,543.3
Rebecca David,599.55
John Johnson,165.55
Sarah Kim,62.52
Natalie Anderson,263.46
Gloria Barnes,741.9
Laura Spencer,202.71
Brian Norton,710.73
Vanessa Beasley,117.58
Steven Gutierrez,92.6
Olivia Smith,550.28
Dr. Patrick Flores,27.56
Jessica Taylor,824.78
Virginia Davis,236.83
Alec Powell,968.95
Arthur Jones,897.05
Charles Hawkins,5.71
Alexandra Thomas,119.33
Sherry Owen,109.44
Angel Johnson,702.46
Amy Duran,1.4
Lisa Patterson,982.52
Samantha Lewis,594.5
Sara Webb,358.79
Brian Cook,887.77
Dennis Jenkins,331.2
John Diaz,339.27
Brenda Smith,541.6
Tracy Mccall,396.71
Laura Ortiz,215.68
Charles Mckinney,321.54
Patrick York,19.65
Alejandro Spencer,919.82
Bradley Gonzales,505.04
Reginald Swanson,295.26
Lisa Martinez,302.92
Virginia Martinez,7.97
Vanessa Cole,740.12
Samantha White,634.04
Robert Ross,499.45
Elizabeth Donaldson,764.28
William Bailey,291.37
Daniel Rogers,7.55
Mark Combs,93.75
Michelle Harper,125.15
Wesley Estrada,879.94
William Joseph,696.26
Mark Williams,522.77
Joseph Compton,114.87
Barbara Diaz,589.01
Alicia Barnett,192.14
Rachel Stevenson,99.35
Adam Wolf,333.31
Richard Carr,780.74
Tammy Brooks,839.15
Barbara Short,850.3
Hannah Branch,526.41
Alyssa Estrada,363.81
Amanda Stevenson,544.29
Michael Bentley,109.64
Douglas Rodriguez,712.95
James Reid,887.81
Leslie Sullivan,853.49
Andrew Sharp,325.78
Robert Hunter,668.45
James Thomas,854.74
Christopher Rose,904.7
Sean Davis,225.97
Jackson Benson,106.64
Luke Yu,691.1
Teresa Mcgee,632.89
Jennifer Ho,187.59
Sara Wood,86.8
Derek Green,676.6
Bryan Lewis,728.9
Michelle Griffin,213.44
Bailey Crawford,881.36
Suzanne Jimenez,230.33
Tammy Vaughn,785.34
Chad Johnson,458.63
Donald Greer,791.17
Don Moore,246.27
Brandi Sims,125.63
William Blackwell,701.61
Jason Owens,65.73
Joseph Jones,104.0
Leslie Baker,175.98
Fred Garcia,542.45
Brian Lee,935.87
Natasha Johnson,238.31
Sharon Marquez,164.25
Karen Nelson,366.86
Meagan Richardson,206.26
Sarah Ware,745.85
Marcia Smith,713.71
Robert Aguirre,980.41
Jennifer Smith,844.7
John Mcgee,293.89
Kyle Vasquez,325.83
Jessica Fox,930.18
Kevin Klein,678.63
Melissa Bridges,480.07
Lauren Dixon,599.57
Wendy Campbell,470.08
Tracy Wilson,515.64
Charles Harmon,177.28
Lisa Glenn,320.17
Lisa Jennings,386.51
Sean Dean,864.46
Gina Cervantes,104.13
Jaime Nelson,595.79
Richard Castillo,387.5
Pamela Bennett,224.96
Adrienne Sawyer,406.99
Timothy Clark,241.43
Stephen Gillespie,987.25
Erica Wells,60.44
Debra Hoffman,726.11
Marcus Williams,819.97
Stacey Gillespie,465.83
Jamie Reilly,314.53
Rebekah Vaughn,61.17
Suzanne Flores,75.85
Cameron Miller,189.7
Stephanie Bennett,460.82
Pamela Austin,872.78
Amber Brennan,121.09
Lisa Medina,999.6
Diane Singleton,732.03
Kimberly Smith,994.49
Benjamin Barrett,145.65
Tammy Gonzalez,563.89
Jose Gilmore,455.16
Melanie Nguyen,645.47
Ronald Carpenter,504.49
Christopher Jenkins,3.39
Eric Lee,359.87
Zachary Cooper,198.75
Travis Pittman,422.93
Nicolas Fields,947.73
Kristen Arias,18.59
Samantha Martin,493.66
Tracey Wilson,311.97
John Velasquez,451.32
Kristy Butler,953.65
Amber Keller,29.37
Ashley Nelson,353.2
William Ortiz,717.81
Anthony Simmons,981.29
Adrienne Long,74.74
Christine Bass,70.64
Linda Barr,286.86
Anthony Stanton,994.37
Jesse Gonzalez,342.07
Diana Price,532.52
Debra Cobb,525.4
Derrick Thompson,423.86
Justin Salas,290.95
Travis Rodriguez,234.41
Mrs. Anne Cross,268.97
Vanessa Jacobs,946.61
William Kline,347.43
Erica Scott,727.02
Lucas Donaldson,538.53
Scott Dennis,777.94
Cynthia Marquez,433.07
Francisco Miranda,690.24
Kari Johnson,800.2
Cassidy Brown DDS,745.03
Eugene Smith,382.07
Angela Ortega,282.78
Corey Walters,997.94
Jose Galloway,804.94
John Olson,792.69
Alan Proctor,59.08
Ashley Rasmussen,922.18
Carl Levine,718.15
Lori Pearson,341.55
Marc Robinson,923.29
Henry Meyer,772.81
Donna Mendoza,331.2
Roberto Evans,680.73
Jennifer Joseph,540.48
Ms. Natalie Cole,987.39
Robin Miranda,234.8
Michelle Lyons,554.4
Sarah Mccormick,486.4
Jason Johnson,623.03
Brian Johnson,242.6
Michelle Parker,364.94
Megan Richardson,204.32
Eric Johnson,13.65
Deanna Hall,48.63
Peter Guzman,228.77
Jennifer Wiggins,898.58
Melissa Sanders,43.18
Dr. Cameron Mcintosh DDS,370.98
Michael Mayer,918.2
Melinda Hensley,90.72
Michael Aguilar,284.86
Tammy Haynes,972.33
Jonathan Garcia,703.87
Sabrina Richards,677.16
Mark Pham,187.93
Dale Smith,333.91
Jose Vazquez,679.85
Scott Wagner,555.88
Lisa Villarreal,482.26
Ruben Lyons,862.07
Angela Cohen,484.61
Joseph Smith,152.72
Nicholas Morse,827.61
Juan Finley,25.86
Adam Page,585.94
Michael Parks,757.71
Aaron Krueger,266.66
Dr. Mary Ross,714.9
Andrea Hendricks,267.49
Curtis Lee,489.37
Rebecca Ayala,311.84
Jessica Robinson,685.21
Eric Mercado,983.53
Shane Nelson,961.01
William Lopez,819.58
Hector Martin,762.46
Chad Sandoval,416.26
David Jackson,120.33
Anthony Webster,992.18
Emma Davis,594.69
Nicole Weiss,611.24
Abigail Church,207.7
Hailey Blevins,375.77
Jack Hawkins,499.33
Jacqueline Ibarra,794.29
Thomas Reeves,673.74
Alexander Sanchez,613.93
Amanda Harrison,687.15
Cynthia Moore,15.8
Brittany Gould,105.44
Shannon Briggs,155.07
Clarence Jenkins,364.89
Angelica Hood,624.18
Edward Petersen,519.74
Brooke Chang,96.48
Daniel Gonzalez,811.14
Tim Cantrell,4.53
Rachel James,190.37
Kara Pierce,614.78
Molly Costa,358.79
John Schultz,561.59
Isaiah Vazquez,692.95
Zachary Miller,443.09
Eric Hopkins,511.21
Dennis Gibbs,389.31
Billy Allen,439.7
Charlotte Carter,466.5
Jessica Hill,124.35
Caroline Lucas,975.09
Melissa Erickson,227.8
Mark Torres,571.62
Joshua Lyons,87.79
Jason Walker,193.79
Emily Evans,31.01
Jonathan Clay,954.27
Maria Morrison,713.33
Chad Sanders,516.8
Mrs. Cheryl Gregory,521.89
Crystal Murphy,494.18
Karen Diaz,432.59
Francisco Horton,185.66
Cory Evans,566.7
Wendy Smith,39.99
Kara Ponce,946.69
Kevin Mendoza,322.23
Steven Gonzales,565.77
Marie Garcia,743.75
Brandon Foster,581.39
Jennifer Salinas,308.58
Veronica Mcdonald,538.53
Vernon Mccoy,512.11
Kerry Perry,960.91
Linda Mitchell,59.37
Brent Taylor,54.32
Daniel Bautista,78.14
Matthew Mack,294.53
Steven Austin,520.64
Angel Wolf,978.05
Scott Preston,659.04
Brian Johnson,355.41
Darren Strong DVM,13.17
Alexis Acevedo,465.69
Tracey Daniels,271.37
Kelly Koch,246.32
Heather Young,54.82
Danny Bryan,504.16
Mike Watson,101.16
Melissa Mays,415.75
Carmen Rangel,458.3
Annette Weber,404.54
Carla Richard,500.6
Jennifer Lee,312.92
Luke Garcia,891.68
Jessica Munoz,272.32
John Contreras,886.32
Kathryn Ferguson,504.58
Rodney Harrison,39.06
Melissa Ramirez,767.43
William Burns,4.05
David Williams,73.47
Abigail Nguyen,266.56
Sylvia Casey,382.09
Brian Madden,224.47
Amanda Newman,268.57
Stephanie Grant,898.91
Courtney Adkins MD,305.48
Adam Noble,282.6
Courtney Richardson,993.15
Kimberly Castaneda,960.1
Nicole Serrano,206.49
Sandra Good,773.27
Joseph Beltran,926.81
Christopher Allison,665.74
Amanda Long,7.85
Edwin Gill,55.66
Kathy Morton,100.0
Douglas Miller,639.83
Krystal Raymond,669.19
Jason Gentry,420.66
Edward Russo,351.47
Daniel Dixon,760.17
Breanna Lindsey,496.82
April Barry,612.75
Brian Robbins,171.88
Traci Gregory,238.19
Jamie Keller,217.21
David Henry,777.16
Brittany Johnson,78.42
Cory Scott,553.21
Lisa Baxter,697.86
Michael Morgan,130.22
Jessica Leach,111.71
Sarah Morales,367.82
Chris Carey,170.14
Daniel Wood,56.62
Ana Walsh,897.5
Leah Ellis,629.62
Michael Cooper,464.07
Crystal Harvey,756.56
Michael Golden,2.28
Lisa Lopez,98.73
Richard Wade,339.07
Rhonda Wright,340.71
Chelsea Lewis,971.24
Mrs. Amy Norris MD,532.14
Maria Pena,303.27
Christopher Cline,300.73
Jennifer Cole,926.49
Kimberly Jimenez,106.34
Sandy Williams,521.06
Troy Sherman,23.81
Bruce Jensen,591.51
Arthur Martinez,573.07
Patricia Mitchell,423.92
Kathleen Blanchard,699.88
Michael Anderson,863.76
Sarah Brandt,619.05
Allison Garza,697.02
Carrie Strong,304.77
Keith Garcia,668.05
Jared Allen,155.9
Dr. Sonya Adams,158.5
David Alvarez,791.9
William Taylor,734.65
James Griffin,815.88
Michael Wall,759.3
David Scott,619.87
Drew King,336.92
Matthew White,304.39
Mary Holt,102.27
David Diaz,983.75
Jack Cook,304.91
Bob Long,697.54
Gary Barnett,443.06
Rebecca Beasley,392.41
Nathan Chapman,369.78
Victoria Ramirez,179.14
Cesar Lloyd,874.93
Robin Morse,658.52
Scott Booth,480.24
Joshua Durham,29.85
Lisa Coleman,248.09
Kelly Salazar,658.8
Stacey Buckley,361.52
Dominique Morales,546.89
Jonathan Jackson,796.86
Allison Holt,478.62
Sarah Drake,526.59
Paul Gentry,966.65
John Stevenson MD,50.87
Bonnie Reynolds,242.12
Nathan Wyatt,213.22
Amanda Young,474.14
Amy Coleman,583.35
Melissa Chen,932.66
Emily Shannon,7.8
Andrea Sharp,220.86
David Alvarez,360.33
Aaron Herrera,679.61
Sharon Vazquez,781.39
Joshua Michael,193.62
Angela Sanders,478.52
Danielle Ross,658.34
Susan Wilson,596.04
Christopher Clark II,411.68
Brittany Gallagher,519.18
Rebecca Bailey,279.91
Robert Clark,840.51
Kyle Fuller,665.58
Jade Garcia,212.9
Cesar Rodriguez,494.43
Jennifer Colon MD,370.28
Angela Perry,762.53
Molly Young,731.99
Mariah Palmer,466.13
Jill Mcbride,429.19
Frank Schneider,251.28
Terry Tyler,250.5
Rachael Saunders,459.35
Paula Barton,805.25
Jennifer Brown,616.1
Karina Davis,347.36
Garrett Hogan,441.67
Karen Nash,781.6
Andrew Miller,775.59
Sandra Key,603.52
Alexis Johnson,370.14
Austin Johnson Jr.,2.49
Tracey Reed,678.0
Donna Davis,90.38
Megan Brown,169.75
Samuel Johnson,195.33
Mary Smith,472.16
Kimberly Jones,49.51
Melissa Carter,885.38
Dylan Gray,732.1
Alexander Brown,313.74
Mary Miller,806.61
Brian Francis,656.73
Megan Wells,458.73
Philip Riley,918.15
Robert Bennett,921.95
Charles Lowery,908.06
Jamie Valdez,766.07
Alex Fisher,426.98
Toni Warren,180.61
Courtney Smith,79.91
Jeffrey Burns,299.76
Morgan Higgins,835.83
Jennifer Smith,923.88
Amy Wolfe,41.2
Jill Williams,876.15
Justin Davis,231.56
Kayla Mcknight,556.55
David Wagner,693.95
Matthew Gonzalez,100.29
Angela Baldwin,317.2
Stephanie Chan,158.06
Ashley Salazar,18.22
Stephanie Kaufman,456.06
Amy Fields,334.33
Jonathan Rogers,338.55
Dr. Gregory Rodriguez,284.76
Nancy Lewis,634.21
Michael Nunez,126.85
Mary Moody,521.6
Brittany Butler,303.38
Catherine Fuller,134.94
Ronnie Marshall,217.08
Cheryl Avila,110.66
Manuel White,112.13
Joseph Reed,106.63
Scott Bush,194.32
Matthew Luna,496.17
Cynthia Walton,701.67
Steven Vincent,690.46
William Thompson,390.49
William King,367.12
Gary Brown,586.07
Jimmy Smith,112.84
Michelle Mayo,370.79
David White,984.2
Pamela Wiggins,238.21
Hannah Dodson,799.24
Katie Fuentes,796.16
Brett Spencer,22.49
Jacob Short,576.14
Jennifer West,491.65
Jordan Terrell,262.18
Andrea Leonard,269.63
Andrew Cabrera,363.66
Belinda Martinez,649.45
Victoria Coffey,632.65
Timothy Grant,829.06
Connie King,372.74
Ana Galloway,136.39
James Hooper,582.22
Mary Rodriguez,192.97
Daniel Davidson,107.1
Peter Baker,546.37
Samantha Turner,551.2
Kristin Conley,231.64
Noah Wright,520.58
Mr. Brian Schneider,362.01
Thomas Fleming,770.42
Andrea Curry,488.3
Patrick Shelton,501.55
Rebecca Trevino,890.67
Mrs. Carolyn Morales,155.06
John Mack,568.36
Sarah Harris,76.87
Sandra Cabrera,315.09
Mrs. Anna Harris MD,216.85
Karen Wallace,727.35
Ryan Mason,137.46
Kimberly Diaz,291.56
Tracy Collins,951.01
Cory Powell,752.36
Chad Morgan,515.7
Christopher Pruitt,582.75
Jessica Ryan,167.58
Morgan Davidson,834.9
Nancy Smith,458.53
Scott Palmer,156.58
Edwin Mejia,122.68
Ronald Thomas,631.17
Rachel Vazquez,791.2
Ricky James,736.93
Edward Allen,256.61
William Dean,480.39
Ronald Jones,716.4
Deborah Morris,963.43
Stuart Finley,918.37
Henry Cole,784.45
Kathleen Miller,509.99
Kathryn Garcia,767.28
Miranda Silva,667.06
Krista Barrett,333.42
John Stevens,647.34
Mary Page,377.7
Cynthia Meyers,29.31
Matthew Vasquez,604.76
Terry Bush,943.7
Anthony Wilson,985.09
